"District","FIPS","Year","Variable","Measure Type","Value"
"Cromwell School District","","2016-2017","Student Enrollment","Number","2004"
"Danbury School District","900118500","2016-2017","Student Enrollment","Number","11371"
"Darien School District","900118850","2016-2017","Student Enrollment","Number","4828"
"Deep River School District","","2016-2017","Student Enrollment","Number","285"
"Department of Mental Health and Addiction Services","","2016-2017","Student Enrollment","Number","-9999"
"Derby School District","900919550","2016-2017","Student Enrollment","Number","1387"
"East Granby School District","900322070","2016-2017","Student Enrollment","Number","866"
"East Haddam School District","","2016-2017","Student Enrollment","Number","1032"
"East Hampton School District","900722490","2016-2017","Student Enrollment","Number","1876"
"East Hartford School District","900322630","2016-2017","Student Enrollment","Number","6734"
"East Haven School District","900922910","2016-2017","Student Enrollment","Number","2996"
"East Lyme School District","901123400","2016-2017","Student Enrollment","Number","2782"
"East Windsor School District","900324800","2016-2017","Student Enrollment","Number","1049"
"Eastern Connecticut Regional Educational Services","","2016-2017","Student Enrollment","Number","413"
"Eastford School District","","2016-2017","Student Enrollment","Number","143"
"Easton School District","","2016-2017","Student Enrollment","Number","882"
"Ellington School District","901325360","2016-2017","Student Enrollment","Number","2647"
"Elm City College Preparatory School District","","2016-2017","Student Enrollment","Number","726"
"Elm City Montessori School District","","2016-2017","Student Enrollment","Number","140"
"Enfield School District","900325990","2016-2017","Student Enrollment","Number","5249"
"Essex School District","","2016-2017","Student Enrollment","Number","371"
"Explorations District","","2016-2017","Student Enrollment","Number","92"
"Fairfield School District","900126620","2016-2017","Student Enrollment","Number","10027"
"Farmington School District","900327600","2016-2017","Student Enrollment","Number","4078"
"Franklin School District","","2016-2017","Student Enrollment","Number","163"
"Glastonbury School District","900331240","2016-2017","Student Enrollment","Number","5996"
"Granby School District","900332640","2016-2017","Student Enrollment","Number","1880"
"Great Oaks Charter School Bridgeport","","2016-2017","Student Enrollment","Number","324"
"Greenwich School District","900133620","2016-2017","Student Enrollment","Number","8971"
"Griswold School District","901133900","2016-2017","Student Enrollment","Number","1848"
"Groton School District","901134250","2016-2017","Student Enrollment","Number","4461"
"Guilford School District","900934950","2016-2017","Student Enrollment","Number","3413"
"Hamden School District","900935650","2016-2017","Student Enrollment","Number","5493"
"Hampton School District","","2016-2017","Student Enrollment","Number","105"
"Hartford School District","900337070","2016-2017","Student Enrollment","Number","20891"
"Hartland School District","","2016-2017","Student Enrollment","Number","189"
"Hebron School District","","2016-2017","Student Enrollment","Number","706"
"Highville Charter School District","","2016-2017","Student Enrollment","Number","502"
"Integrated Day Charter School District","","2016-2017","Student Enrollment","Number","330"
"Interdistrict School for Arts and Communication District","","2016-2017","Student Enrollment","Number","270"
"Jumoke Academy District","","2016-2017","Student Enrollment","Number","753"
"Kent School District","","2016-2017","Student Enrollment","Number","235"
"Killingly School District","901540500","2016-2017","Student Enrollment","Number","2550"
"LEARN","","2016-2017","Student Enrollment","Number","2421"
"Lebanon School District","901142390","2016-2017","Student Enrollment","Number","1020"
"Ledyard School District","901142600","2016-2017","Student Enrollment","Number","2394"
"Lisbon School District","","2016-2017","Student Enrollment","Number","401"
"Litchfield School District","900543370","2016-2017","Student Enrollment","Number","946"
"Madison School District","900944560","2016-2017","Student Enrollment","Number","2941"
"Manchester School District","900344700","2016-2017","Student Enrollment","Number","6290"
"Mansfield School District","","2016-2017","Student Enrollment","Number","1217"
"Marlborough School District","","2016-2017","Student Enrollment","Number","535"
"Meriden School District","900946520","2016-2017","Student Enrollment","Number","7950"
"Middletown School District","900747360","2016-2017","Student Enrollment","Number","4702"
"Milford School District","900947535","2016-2017","Student Enrollment","Number","5926"
"Monroe School District","900148620","2016-2017","Student Enrollment","Number","3189"
"Montville School District","901148900","2016-2017","Student Enrollment","Number","2210"
"Naugatuck School District","900949950","2016-2017","Student Enrollment","Number","4281"
"New Beginnings Inc. Family Academy District","","2016-2017","Student Enrollment","Number","499"
"New Britain School District","900350440","2016-2017","Student Enrollment","Number","10144"
"New Canaan School District","900150580","2016-2017","Student Enrollment","Number","4260"
"New Fairfield School District","900150860","2016-2017","Student Enrollment","Number","2394"
"New Hartford School District","","2016-2017","Student Enrollment","Number","444"
"New Haven School District","900952070","2016-2017","Student Enrollment","Number","21981"
"New London School District","901152350","2016-2017","Student Enrollment","Number","3559"
"New Milford School District","900552630","2016-2017","Student Enrollment","Number","4217"
"Newington School District","900352140","2016-2017","Student Enrollment","Number","4069"
"Newtown School District","900152980","2016-2017","Student Enrollment","Number","4470"
"Norfolk School District","","2016-2017","Student Enrollment","Number","102"
"North Branford School District","900953890","2016-2017","Student Enrollment","Number","1842"
"North Canaan School District","","2016-2017","Student Enrollment","Number","278"
"North Haven School District","900954870","2016-2017","Student Enrollment","Number","3162"
"North Stonington School District","901155500","2016-2017","Student Enrollment","Number","731"
"Norwalk School District","900156060","2016-2017","Student Enrollment","Number","11498"
"Norwich Free Academy District","","2016-2017","Student Enrollment","Number","2338"
"Norwich School District","901156270","2016-2017","Student Enrollment","Number","3652"
"Odyssey Community School District","","2016-2017","Student Enrollment","Number","328"
"Old Saybrook School District","900757320","2016-2017","Student Enrollment","Number","1317"
"Orange School District","","2016-2017","Student Enrollment","Number","1167"
"Oxford School District","900958300","2016-2017","Student Enrollment","Number","1952"
"Park City Prep Charter School District","","2016-2017","Student Enrollment","Number","360"
"Path Academy District","","2016-2017","Student Enrollment","Number","157"
"Plainfield School District","901559980","2016-2017","Student Enrollment","Number","2292"
"Plainville School District","900360120","2016-2017","Student Enrollment","Number","2366"
"Plymouth School District","900560750","2016-2017","Student Enrollment","Number","1504"
"Pomfret School District","","2016-2017","Student Enrollment","Number","377"
"Portland School District","900761800","2016-2017","Student Enrollment","Number","1337"
"Preston School District","","2016-2017","Student Enrollment","Number","430"
"Putnam School District","901562710","2016-2017","Student Enrollment","Number","1188"
"Redding School District","","2016-2017","Student Enrollment","Number","937"
"Regional School District 01","","2016-2017","Student Enrollment","Number","426"
"Regional School District 04","","2016-2017","Student Enrollment","Number","952"
"Regional School District 05","","2016-2017","Student Enrollment","Number","2248"
"Regional School District 06","","2016-2017","Student Enrollment","Number","975"
